image_name,caption
2587696611_db0378710f.jpg,A young girl with a white dress walks down a dirt road with trees and fields on both sides of the road .
2587818583_4aa8e7b174.jpg,two men are watching three children playing in a ball pit full of colored balls .
2587846523_b177c9a3e3.jpg,The man is throwing a tennis ball for the brown dog to fetch .
2588456052_8842b47005.jpg,Girl is waiting for the ball to come down as she plays tennis .
2588625139_fdf6610218.jpg,Two young boys playing with hula-hoops .
2588927489_f4da2f11ec.jpg,The little boy is taking a picture with the camera .
2589156742_c46bc82137.jpg,an african american man holds his soda .
2589241160_3832440850.jpg,Two dogs run towards each other on a marshy area .
2589308405_e208b5e745.jpg,Two girls hopping in potato sacks
2590207488_ddd89037ba.jpg,"""Black and white dog , walking on beach and looking back ."""
2591110592_ef5f54f91c.jpg,Two girls holding up a dress at an event .
2591455200_2319651f2f.jpg,The beautiful young girl goes through the tube .
2591486448_48d5438343.jpg,The brown dog with the red collar is staring at the plate of food .
2591603141_33d6397e0a.jpg,One brown and black dog standing in the sand at the beach .
2592019072_a6c0090da4.jpg,The Asian girl is running across the grass .
2592711202_55f8c64495.jpg,The girl in a blue dress is eating some blue cotton candy with one shoe off and one shoe on .
259314892_a42b8af664.jpg,Two dogs trying to bite each other .
2593406865_ab98490c1f.jpg,The man is performing a trick on a skateboard near onlookers .
2593695271_4d9cc9bd6f.jpg,Young boys with backpacks walking down a street .
2594042571_2e4666507e.jpg,"""Two boys , one wearing a hat , in a playground ."""
2594336381_a93772823b.jpg,There is a little boy in a red shirt and a dirty face and he is smiling .
2594459477_8ca0121a9a.jpg,A little girl stands in a puddle outside .
2594902417_f65d8866a8.jpg,Two brown dogs play with one another in the field .
2595102568_347f6d4b07.jpg,Three Asian people wait on the sidewalk .
2595186208_9b16fa0ee3.jpg,A large black dog is jumping off a pier into a pond .
2595713720_30534e8de2.jpg,The girl is wearing a pink cowgirl hat and pink boots .
2596100297_372bd0f739.jpg,Two young boys are in the water .
2596474836_79468f23a0.jpg,Woman teaching young boy how to swim .
2596475173_58f11fc583.jpg,Two dogs stand in water and bite each other 's mouths .
2596514158_c516e57974.jpg,The little boy in a yellow life jacket and goggles jumps into the pool .
2596619849_7b635dd310.jpg,Three boys and one girl in a muddy grass field .
2596876977_b61ee7ee78.jpg,Two smiling children in a swimming pool .
2597308074_acacc12e1b.jpg,The young boy flings mud at the barefoot girl in the pond .
2597737483_6518a230e4.jpg,The kid is sliding down a tan plastic slide .
2597873827_a5cb3e57ba.jpg,A small boy is kneeling on a step with his hands in the air .
2597958208_e03aa149c9.jpg,Two children playing in a field .
2598012140_832863fcb9.jpg,White dog biting orange cat .
2598979962_c01811cfca.jpg,Female tennis player on grass prepares a two handed backhand .
2599131872_65789d86d5.jpg,Two little girls are playing on a trampoline .
2599444370_9e40103027.jpg,Two dogs swimming in a pool .
2599903773_0f724d8f63.jpg,Little boy in plaid shirt blows bubbles outdoors .
2600170955_bf30c5d5c0.jpg,Two small boys play in a shopping cart in a parking lot .
2600386812_8790879d9a.jpg,The brown dog is standing on the beach as the waves lap up around its feet .
2600442766_e750ec9a56.jpg,Two dogs wearing collars stand outdoors in water up to their chests .
2600867924_cd502fc911.jpg,"""Two lean dogs , one brown and white and one black and white , run together ."""
2600883097_aca38cc146.jpg,Two dogs in shallow water .
2601008162_f00eeb5c14.jpg,The person is holding a Canon camera .
2601612082_4b9be27426.jpg,Two parents and a young girl blow up a raft .
260162669_c79a900afb.jpg,The black and white animal is in the grass .
2602083686_e8a1af69cf.jpg,Two women in costume ride bikes .
2602085456_d1beebcb29.jpg,"""Topless woman smeared with brown substance , blurry crowd in background ."""
2602258549_7401a3cdae.jpg,A man and woman are sitting at a restaurant table holding hands .
2602279427_191773c9e2.jpg,A woman wearing a yellow apron and a knit hat walks among other pedestrians .
2602306033_2b3100d36b.jpg,Dog swimming in the water with a stick .
260231029_966e2f1727.jpg,two dogs playing on a sandy beach
2602415701_7674eb19e4.jpg,Kids jumping into the pool .
2602679255_785b851b46.jpg,A woman wearing paint and costume pieces rides a bike on a busy street .
2602866141_be9928408d.jpg,Six pre-teen boys posing in front of an old building
2603033456_3584d95116.jpg,Boy running through the water at the beach
2603125422_659391f961.jpg,Two people talk to a street person in front of wall of graffiti
2603334363_cfa32c4482.jpg,a young girl wearing a green fairy costume riding a bigwheels
2603690144_7a28b1d13c.jpg,"""A little boy and a dog run down a hill , behind them , a boy on a mini cycle and a shouting family ."""
2603792708_18a97bac97.jpg,Two people walking on the beach at sunset .
260392825_ea61660633.jpg,The man in the red shirt and flowery tie is sitting on a bus by the window .
2604305843_ebe3e8a328.jpg,Man is sitting in a swing on a carnival ride .
2604825598_593a825b5b.jpg,Two dogs in harnesses running in tall grass .
260520547_944f9f4c91.jpg,The man in shorts and the woman with a dress are walking on the beachfront path .
2606433181_f8f9d38579.jpg,Two white dogs run side by side in green grass .
2607099736_8681f601d9.jpg,Wrestler jumping in the air .
2607130765_97833d6ce1.jpg,The children are running through the grass playing soccer .
2607383384_d9ce9de793.jpg,Women wearing bunny ears and race numbers point at something in the distance .
2607462776_78e639d891.jpg,The dog is leaping into the pond .
260828892_7925d27865.jpg,woman walking on sand leaving footprints
2608289957_044849f73e.jpg,The child is sitting on the street playing with a red toy .
260850192_fd03ea26f1.jpg,This man seems to be stuck beneath a rock and hard place .
2609836649_b55831ed41.jpg,The little white and brown dog is swimming in a pool .
2609847254_0ec40c1cce.jpg,Young girl posing with crowd in the background
2609900643_c07bcb0bae.jpg,The small girl is swinging on the rope
2610447973_89227ff978.jpg,two people sitting in the dark near a blazing fire .
2611651553_61f859837e.jpg,"""A young woman , topless except for paint or mud ."""
2612040125_0a93889f06.jpg,two dogs playing in a school yard
2612488996_9450de0e54.jpg,Stacks of orange safety cones in front of a man holding up a homeless sign .
2612608861_92beaa3d0b.jpg,two girls sitting on ground
2612949583_f45b3afe33.jpg,A young boy walks down a road with four turkeys
2613021139_4b0dc3d4c8.jpg,The girl swings .
2613209320_edf6a2b7e9.jpg,A wet dog walks out of the water .
2613889835_6f50a3b83b.jpg,Two men is separate canoes are in an area full of lillypads .
2613920405_e91e6ebd7a.jpg,Two men pull two cows down the road .
2613993276_3c365cca12.jpg,A long haired dog runs across a lawn with a yellow ball in its mouth .
261490838_2f3ac98b12.jpg,The dog chases a deer near the woods .
2615623392_ab2b9759ae.jpg,A young woman swings a young boy around by the hands .
2615811117_42b1838205.jpg,The toddler sits in the boat with a life jacket on indoors .
2616009069_82561da2e5.jpg,Two dogs run through a field .
2616284322_b13e7c344e.jpg,"""The racing dog with the """" 4 """" jersey surges ahead of the dog with the """" 5 """" jersey ."""
2616508003_fa5ca5780d.jpg,Person doing a trick wheelie on a motorcycle .
2616561200_ea079f285a.jpg,The brown and white dog is chasing the ball .
2616643090_4f2d2d1a44.jpg,Small child in green sweater with plant in mouth .
2616673985_fa4354cc53.jpg,A woman shows a dog with very long hair at a dog show .
261737543_b8fdc24671.jpg,A person jumping off of a high rock .
2618322793_5fb164d86a.jpg,"""A child wearing an orange shirt , dark blue denim shorts and sandals rides on a swing ."""
2618538137_44fffe10c4.jpg,A man wearing no shirt rides a skateboard with a brown dog .
261883591_3f2bca823c.jpg,The man is standing on the street surounded by buildings .
2618866067_07cbc83dc5.jpg,The grey dog has its eyes closed .
2619267133_53a5904ef4.jpg,Boy riding a horse .
2619454551_c4bb726a85.jpg,The dog behind the red parrot is looking at the green ball .
2620113705_a8fa89b8f6.jpg,The white dog is sitting in the grass .
2621415349_ef1a7e73be.jpg,A man with sunglasses on puts a chip in his mouth .
2621771656_09a620da6d.jpg,A group of spectators enjoying an event .
2622517932_57c52c376f.jpg,The little boy bends down to look at an animal .
2622624460_207dbcc4cf.jpg,Dog splashing in water toward a red ball .
2622971954_59f192922d.jpg,A man raises his hands from within a crowd of people .
2623146491_b64698b875.jpg,Man standing at a check-out counter .
2623247254_3bfc795121.jpg,Two men are sitting next to each other near to a vending machine .
2623496164_68ffeb5067.jpg,The person on the bicycle is wearing red .
2623560640_0445c9a138.jpg,Two kids stand under an area carved in a large tree .
2623930900_b9df917b82.jpg,An old man with white long hair and a white long beard .
2623939135_0cd02ffa5d.jpg,A woman looking upward with her hand above her head .
2623982903_58ec7c5026.jpg,Several dogs running a race on a dirt track while wearing numbers .
2624044128_641b38c0cf.jpg,Two young children are walking down a dirt path with capes on .
262439544_e71cd26b24.jpg,A kid hanging upside down from a tree
2624457062_89efc497a8.jpg,An old man stands in front of a rundown building .
262446581_06ef7d9445.jpg,Man kneeling while petting large bird in front of river .
262570082_6364f58f33.jpg,Two dogs in water with one retrieving a stick
2626158969_ac09aeb88d.jpg,Boy peeking up from blue water .
262642489_f5c6b9e65b.jpg,Wet brown dog swims towards camera .
262681159_e5fed3acf0.jpg,The young lady with the red shirt is in front of the crowd .
2628331789_c7f7d90e5d.jpg,"""While others watch , a young girl jumps into a pool as a woman reaches for her ."""
2629027962_9cc3b46527.jpg,With a barn in the background a child puts her head through a hole in a cow cutout and smiles for the camera .
2629294578_853a08bb43.jpg,"""There is a tan dog in the middle of a field , fetching a tennis ball ."""
2629295654_59ea1472a1.jpg,A dog bounds across the green grass .
2629334536_11f2d49e05.jpg,The little kid is swinging in the backyard .
2629346153_155ba73ae9.jpg,The attack dog is biting the cloth the officer with the police baton is holding on to
2629402527_6dfc5c504b.jpg,The large beige dog is running through the grass .
2629445284_83390e83af.jpg,A dog jumping over an obstacle course fence .
262963190_a78b799e89.jpg,A man with a white helmet stands on a snowy mountaintop .
2630507245_bea4804288.jpg,The racing greyhound is running on the racetrack .
2630806789_6835bbae95.jpg,View of a mountain as seen from a kayak .
2631300484_be8621d17b.jpg,A young boy has a snake draped over his shoulders .
2631625732_75b714e685.jpg,Three people on red boats paddle through water with mountains in the background .
2632111399_b3c1630f8e.jpg,The boy is bending down ready to catch the ball .
263216826_acf868049c.jpg,Two people sitting on a rock overlooking a forest .
263231469_e85c74f5fd.jpg,Girl wearing black headscarf walks in desert .
263233914_d25004e4cd.jpg,Young african-american girl in a red bathing suit at the edge of the pool .
2632366677_43dee456a5.jpg,The small dog is wearing a red collar and sits in the sand behind a stone object .
2632381125_de32bdfdf6.jpg,Two large dogs fighting over a Frisbee in the water .
2633082074_32c85f532c.jpg,A young man is climbing on a low tree branch in a park .
2633201394_ee4a7666ed.jpg,German Shepherd retrieving large stick from water
2633722629_5eeb649c09.jpg,A girl is upside-down on a trampoline and you can see her navel .
2635023078_6dae04758f.jpg,Two young men in jeans and dark jackets standing in front of a building .
2635164923_2a774f7854.jpg,The little boy in the green jacket is riding a skateboard on a ramp .
263522013_d118d46b2d.jpg,A tan dog shaking the water off of himself
2635400219_2e1a984fd3.jpg,A woman wearing a scarf on her head sits next to a young boy wearing blue .
2635483351_bc1a8273aa.jpg,Two dogs look up at a person out of view of the camera .
2635905544_dbc65d0622.jpg,Two small dogs playing with a volleyball
2635908229_b9fc90d3fb.jpg,A small boy in sandals sits on a wooden post in a field .
2635938723_11b85e6763.jpg,The wide eyed little boy is eating a red Popsicle .
2636514498_01fcc5f501.jpg,There is a toddler playing on a playground .
2636876892_9353521a1c.jpg,two medium size dogs smiff each others behinds .
2637510448_4521cf6f29.jpg,Young skier in a pink ski-suit is on the side of a snowy hill
2637904605_fc355816fc.jpg,The dog is running through a field .
2637959357_dd64a03efa.jpg,The doberman pincer is leaping through the water .
2638369467_8fc251595b.jpg,The girl is holding a green ball .
263850317_5bb3a18a08.jpg,Girl wearing a mini dress and long sleve white jacket with a pink bag walking through a crowded area .
263854883_0f320c1562.jpg,Two yellow dogs run together in green grass .
2638981862_6b23833f37.jpg,Well dressed children play on the carpet .
2640000969_b5404a5143.jpg,The large brown dog is jumping into a swimming pool .
2640153227_57cf1a3d92.jpg,Young girl with blue eyes eating a cookie .
2641288004_30ce961211.jpg,The black and white dog jumps with a tennis ball in its mouth .
264141937_585320617a.jpg,"""A woman wearing dollar sign glasses , holding a dollar bill , stands with a suitcase that says """" Lucky """" that is overflowing with cash ."""
2641770481_c98465ff35.jpg,A man wearing a red jacket stands on the shore of a lake with a yellow kayak .
2642350864_099c0f2152.jpg,Girl with brown hair in a blue shirt and blue and white skirt holding on to a shopping cart in a store .
2642474867_4e6346f809.jpg,Woman in a blue and white striped shirt with a straw cowboy hat on .
2642475077_69d19deb74.jpg,woman with dark glasses and ball cap talking on a cellphone
2642688531_8fb68b2147.jpg,The young child prepares to go down the slide .
2643263887_a32ffb878f.jpg,A young boy smiling as he rides down an inflatable water slide .
2643309379_2cde08516c.jpg,The girl in a dress is jumping in the air outside .
2644326817_8f45080b87.jpg,The black dog is dropping a red disc on a beach .
2644430445_47c985a2ee.jpg,The girl in sunglasses holds up her phone to take a picture of something .
2644916196_16f91dae54.jpg,Toddler with milk around his mouth .
2644920808_f5a214b744.jpg,A person stands on a mountaintop .
2646046871_c3a5dbb971.jpg,The boy with his shirt undone is stretching his arm in the air .
2646116932_232573f030.jpg,"""Two boys in a park , one standing near a tree and one sitting at a picnic table with the playground behind them ."""
2646540383_343e1ec9a4.jpg,A person in swim trunks jumping down an inflatable slide
2646615552_3aeeb2473b.jpg,The little boy is coming out of the water in a swimming pool .
2647049174_0fb47cee2e.jpg,The little boy wearing the blue shirt is putting dirt in his mouth .
2647062476_5ef31ba867.jpg,Women standing outside to use the potty .
2647229826_e0e0c65ef1.jpg,Six children near a water fountain .
2647394564_4843800cff.jpg,A young blonde boy is jumping from bed to bed .
2647593678_1fa3bb516c.jpg,Woman on grass playing with small dog .
2648165716_02e2e74fd6.jpg,A small child swings back a red baseball bat .
2648310638_d6c576b5e4.jpg,The woman in the white hat and blue shorts is jogging in the bicycle lane on a mountain road .
264859622_f3a00ab409.jpg,A young man walks a tightrope tied to a tree at night .
264928854_d9e61f3a8e.jpg,The man is talking on his cellphone in front of a sports store .
2649406158_ded6be38de.jpg,Dog with muzzle and sweater marked 5 runs on dirt track .
2649705487_4605e879e9.jpg,The woman in the yellow shirt jogged along the coastline .
2649850541_59a6c7f01c.jpg,The little girl is laying on the sidewalk .
2650485780_29d89268d7.jpg,Six children playing musical instruments and singing in what appears to be a church .
2650568697_ffb79bf2ea.jpg,"""Two men sit together on a set of steps outside near a street ,"""
2650620212_0586016e0d.jpg,A fluffy blank poodle is walking on the edge of a pool .
2651915425_7a58e862e9.jpg,A smiling child swims .
2652155912_8ba5426790.jpg,Flames at gas pumps engulf a red car .
265223843_9ef21e1872.jpg,Person hang gliding at sunset .
265223847_636ba039c1.jpg,Person landing a yellow hanglider .
2652522323_9218afd8c2.jpg,Girl with tan dress and a hat with woman in a grey top with blue ball on ground .
2653552905_4301449235.jpg,Two men stand on a sidewalk in front of a tropical hotel .
2654514044_a70a6e2c21.jpg,A yellow dog is playing in a grassy area near flowers .
2654943319_d17fee7800.jpg,A person wearing a blue hat rides a skateboard off of a cement bench .
2655183854_5852790214.jpg,Woman pointing while others take pictures of something
2655196158_5c878a4af0.jpg,"""The gray , blue eyed hound puppy is laying on a blue carpet chewing on a toy ."""
265528702_8653eab9fa.jpg,Bearded man with sunglasses in the mountains .
2655647656_ee450446ed.jpg,The young boy is enjoying himself playing on the water toys .
2656039837_f46b29af92.jpg,The tennis player in the red shirt is trying to hit the ball .
2656688132_d93be870e0.jpg,The person is walking with a small black and white dog .
2656749876_e32495bd8c.jpg,Priest walking with blue bag while talking on cellphone .
2656890977_7a9f0e4138.jpg,The boy who is walking is wearing grey shorts and no shirt .
2656987333_80dcc82c05.jpg,Whoa ! The cowboy is underneath the hoofs of the brown horse and is getting stepped on .
2657301826_aab4c36e6c.jpg,The little boy is wearing a blue bandanna .
2657484284_daa07a3a1b.jpg,"""Two people rafting down a river , a footbridge in the background ."""
2657484970_610e18144f.jpg,Two people in a kayak are paddling past green foliage on a river .
2657643451_b9ddb0b58f.jpg,Someone in a green shirt running behind a small dog .
2657663775_bc98bf67ac.jpg,"""Woman on beach , running from water to trees ."""
2658009523_b49d611db8.jpg,Two dogs running down a beach .
2658360285_a0ec74ef48.jpg,There is a boy in blue shorts and a blue shirt jumping in the grass .
2659183350_730951f740.jpg,Children are outside playing with an oversized baseball .
2659554389_ed3d15093f.jpg,The girl is at a petting zoo and feeding a camel .
2659606300_bea3feaf8b.jpg,A small child in a pink sweater begins to climb a concrete staircase .
2660008870_b672a4c76a.jpg,A young boy playing in a swimming pool .
2660480624_45f88b3022.jpg,Two young women stand by a Red Bull car .
2661138991_d55aa0e5dc.jpg,The soldier looks out the window as he sits with his legs crossed .
2661294481_b86058b504.jpg,Many people hold signs and march down the street .
2661294969_1388b4738c.jpg,Three people stand on the back of a truck .
2661437618_ca7a15f3cb.jpg,The small dog is baring his teeth and chasing an object .
2661489896_cc3425777e.jpg,Small boy is eating a lollipop and dancing in the street .
2661567396_cbe4c2e5be.jpg,Man with SANTANA 57 shirt sits in sparsely occupied seating area .
2662262499_3cdf49cedd.jpg,"""This baseball player , dressed in red and white uniform and holding a bat , is falling after being hit by a pitch ."""
2662537919_18a29fca8a.jpg,Person with blonde flyaway hair playing guitar
2662570182_350baa020f.jpg,Two small children play with a toy riding car in the street with a grown up .
2662816021_ac474e0fde.jpg,The white dog is standing in the water with a stick in its mouth .
2662845514_8620aaee96.jpg,The man breaking the ice with his foot stands on a blue mat .
2662890367_382eaf83bd.jpg,one man lying of the ground in the grass surrounded by trees .
2663248626_f000f2661d.jpg,Two dogs run through the park .
2663794355_e726ec7e05.jpg,Two women sunbathe on a concrete terrace .
2664102751_d5a737a566.jpg,A parachuting man gets ready to land .
2664103423_c539f61016.jpg,The man slides in the sand while holding on to his hang glider .
2665264979_df9c284bf8.jpg,A young girl with a read shirt and a white hat playing among the foliage .
2665461736_595c87f0a3.jpg,The man in the yellow jacket is cooking over an open fire as the little boy watches .
2665586311_9a5f4e3fbe.jpg,Two little girls play around an old abandoned building .
2665904080_8a3b9639d5.jpg,A young puppy suckles from his mother .
2666078276_f7b3056997.jpg,There is a brown dog leaping on the beach .
2666179615_f05a9d8331.jpg,a woman raises her hand .
2666205903_8d287669e1.jpg,Girl in blue sweater and holding a multicolor toy sitting on the shoulders of a man with grey hair .
2667015110_1670324a33.jpg,There is a child wearing an orange shirt and hold an orange book .
2667549961_57e5e2c0a5.jpg,A young baby crawls across the wood floor towards the water bottle .
2667783499_3a4f38f636.jpg,This picture shows a boy in a blue shirt leaning his head against a window with lots of beautiful clowds outside .
267015208_d80b3eb94d.jpg,The courtyard of a South American city with a crowd and vintage cars .
2670560883_7e7b563092.jpg,Several children climbing on a bear statue .
2670637584_d96efb8afa.jpg,The woman with binoculars is sitting on the forest floor looking up .
2671602981_4edde92658.jpg,The girl in the bathing suit is poised in midair next to the blue water .
267162122_c3437414ec.jpg,A small black dog is standing over a small white dog laying on his side .
267164457_2e8b4d30aa.jpg,There man on top of an snow covered mountain with a lake behind him .
2672354635_3a03f76486.jpg,Three tan dogs run after a tennis ball .
2672445419_251ce9419a.jpg,A young boy smiles as he hangs onto bars at the playground .
2672588619_3849930e99.jpg,"""Three kids , one holding a closed umbrella , run around on a sidewalk next to a river ."""
2673148534_8daf0de833.jpg,The gray dog is running on a green field .
267325341_1a96ef436e.jpg,"""On garden lawn , black dog is retriving an object ."""
2673564214_3a9598804f.jpg,The little kids all play and jump around inside the inflatable toy .
2674784195_704f6b79d0.jpg,Two muddy boys swim .
2675190069_d5c3b2c876.jpg,Two people sit in a shallow river near the rocks .
2675397335_1dcdbd12f5.jpg,"""A very thin , black dog running in a field ."""
2675685200_0913d84d9b.jpg,The boy in blue and white pajamas is sitting at the table eating .
2676015068_690b0fb2cd.jpg,The man with the white t-shirt is sitting in a stream looking at a rock .
2676184321_858eff416b.jpg,The girl stands outside in the cold wearing a warm hat and looking off into the distance .
2676648667_cb055b4fc6.jpg,Woman in grey shirt and dark skirt sitting in blue chair with white stars in front of a brick wall .
2676649969_482caed129.jpg,A older person stands near a clay bench and looks into the camera .
2676651833_3bb42bbb32.jpg,two young girls wearing pink shirts ridding on a merry-go-round at a park
2676764246_c58205a365.jpg,Three racing dogs with masks on their mouths .
2676937700_456134c7b5.jpg,"""These people are walking away from the camera , while one person carries another ."""
2677614492_792023b928.jpg,A small white and brown dog is jumping over a horizontal pole .
2677656448_6b7e7702af.jpg,The small brown and white dog is in the pool .
267836606_bbea2267c8.jpg,The dog ran in the field .
2678612999_893ed671f8.jpg,Three young boys are playing soccer on the grass .
2678798732_2998f9969c.jpg,The crouching man is holding a large camera .
2679565682_91ecd283ff.jpg,An old man is examining his camera while a younger man is singing nearby .
2679851489_a58780291e.jpg,"""Two dogs , one coming toward the camera while one walks in the background ."""
2679926555_b11cf45595.jpg,The little girl has a purple dress on .
2680619645_ab6645218d.jpg,The black and brown dog is standing with its legs apart on the beach .
2680990587_eee6bd04fb.jpg,One child pushes another on a swing in a playground .
2681215810_00b0642f7b.jpg,a young topless man wearing sunglasses and shorts is holding a football .
2682194299_92005b26c6.jpg,Dog sits on hurdles .
2682382530_f9f8fd1e89.jpg,A young man wearing shorts and no shirt is high kicking as water flies from his clothing .
268365231_a0acecdc45.jpg,Two people dressed in black are leaving .
2683963310_20dcd5e566.jpg,The cute baby in a diaper and shirt plays in the dirt .
2683985894_167d267dcb.jpg,The young lady appears to be a mime among her peers .
2684322797_85406f571d.jpg,A person wearing a white tank top sits at a table with a beer .
2684323357_c7a6d05d05.jpg,A woman sitting in a chair and smiling at the camera .
2684489465_32ba1d0344.jpg,the white dog is leaping over a red and green fence on an obstacle course .
2685139184_4ff45e0f76.jpg,The person is sitting on a Winnie the pooh sheet and holding a purple umbrella .
2685752892_9d5cd7f274.jpg,The guy on his bike does a jump near a water fountain .
2685788323_ceab14534a.jpg,The large man grabs a seat at a restaurant .
2686432878_0697dbc048.jpg,"""Young lady with brown shirt , glasses , and a backpack ."""
268654674_d29e00b3d0.jpg,Two mothers are pushing baby strollers as the dogs run down .
268704620_8a8cef4cb3.jpg,Two white dogs run through a fiels with snow .
2687229880_97cfd8148e.jpg,Lady walking and squinting from the sun in a large group of people .
2687328779_b4356dab16.jpg,"""While one white dog is outside the pool , another white dog with a black spot on its back is jumping into a plastic swimming pool while getting sprayed by a garden hose ."""
2687529141_edee32649e.jpg,Two men wearing red and blue trunks and bowler hats are performing in a crowded street .
2687539673_d54a8dc613.jpg,Two children jump on a trampoline .
2687672606_275169c35d.jpg,The woman with a henna tattoo holds a piece of paper in her left hand .
2688102742_885e578a3f.jpg,Woman with black t-shirt and denim skirt looks at magazines on display .
2688902319_52ceaf4a2a.jpg,Old monk in orange with tattoos on his chest standing on a city street .
2689001252_e0016c89f0.jpg,Three children in swimsuites are having fun outside near a white building .
2689163361_4939875be5.jpg,Young girl playing with streamers .
2689358407_9932f1b20c.jpg,Two children run through a sprinkler .
2689491604_d8760f57b4.jpg,The boy splashed the water .
2690538407_7ca157be85.jpg,A small child is giving heavy metal signs
2690702549_cf81da8cf6.jpg,Four young boys flexing for the camera .
2691966747_cfa154982b.jpg,The white dog emerges from the tunnel on the course .
2692635048_16c279ff9e.jpg,The dog rests after playing catch .
2693425189_47740c22ed.jpg,A little boy wearing blue shorts is holding a yellow noodle over a pool .
2693539377_5442430f81.jpg,two little kids having fun at a roller coaster
269361490_a22ae818bf.jpg,Two girls and two guys walking down the street .
2694178830_116be6a6a9.jpg,a woman with her feet in the air about to do pole vaulting
2694426634_118566f7ab.jpg,Two children wearing life jackets face an older male while he paddles the canoe they are sitting in .
2694890967_7c7a89de16.jpg,A group of young woman sunbathing is meadow .
2695001634_127fe2f0d7.jpg,Two women wearing skirts and heels walking down a sidewalk .
2695085448_a11833df95.jpg,Woman talking on pink cellphone in front of a brick wall .
2695085632_10c4e6ea78.jpg,A man writes a note while sitting next to a crate and a bike .
2695085862_2ed62df354.jpg,The man has a black and white scarf around his neck .
2695093520_5cfeb0729d.jpg,A woman in a red shirt and a man in white stand in front of a mirror .
2695961935_a2a6338f26.jpg,A small dog leaps a barrier .
2695962887_a1647c567b.jpg,Dog passes through obstacles .
2696060728_3043cfc38c.jpg,Two people on a surfboard in the water
269630255_c3ec75c792.jpg,Brown dog running through a field with a stick in its mouth .
2696394827_7342ced36f.jpg,The retriever is swimming out to the goose who is about to get away .
269650644_059a84ece5.jpg,People using an outdoor ice skating rink .
2696636252_91ef1491ea.jpg,Boy in black shirt on one foot standing on metal rail above green grass on right and black pavement on left .
2696866120_254a0345bc.jpg,The brown dog is rolling around in the dirt .
2696951725_e0ae54f6da.jpg,A shirtless man poses with a girl hiking in a park .
2697909987_128f11d1b7.jpg,Man wearing Gigolo shirt gets assistance at front desk .
2698119128_62b4741043.jpg,The girl is swimming in the pool .
2698197294_ccd9327ef6.jpg,This dog is running through water on a beach .
2698487246_e827404cac.jpg,Two men are jumping into the air to catch the football .
2698614194_b4e6e11dff.jpg,Three rugby players all trying to catch a ball .
2698666984_13e17236ae.jpg,Woman jogging in the rain .
269898095_d00ac7d7a4.jpg,Two people sit on a bench at a park .
2699125097_c6801d80ed.jpg,The man with a shaved head and nipple piercings is wearing sunglasses .
2699342860_5288e203ea.jpg,The little boy in the red shirt stops to smile for the camera .
2699426519_228719b1db.jpg,a brown and white pitbull running in the grass with its mouth open .
2699733386_c346c87ea6.jpg,The dog is running in the surf .
269986132_91b71e8aaa.jpg,two teams of soccer players playing a game on a field
2700147489_f1664f2b61.jpg,The guy in gray pants is completing a jump on his skateboard .
2701042060_92508ea8fa.jpg,"""Two dogs stand on sand surrounded by water , a deflated basketball and a person on a horse ."""
2701271123_6761bc5f26.jpg,The black dog is walking through the dirt with a soccer ball in its mouth .
2701487024_e866eb4550.jpg,A young boy with a blue body board .
2701603045_6cbdc4ce7c.jpg,The boy is wading through the blue ocean .
2701895972_8605c4e038.jpg,People gather to hear musicians play various instruments upon a stage .
2702506716_17a7fb3ba4.jpg,Dog hiding under the stairs .
270263570_3160f360d3.jpg,Two dogs are biting each other in the woods .
2703155733_19ac6f97a8.jpg,"""Woman in black , red and white dress waving a gold cape"""
2704257993_d485058a5f.jpg,Two girls and a boy rollerskating .
2704362232_7d84503433.jpg,a small brown and white dog swimming through the pool next to a man .
2704379125_9c35650d16.jpg,Black dog following a herd of sheep down a grassy lane .
2704934519_457dc38986.jpg,A woman splashes in the water .
2705793985_007cc703fb.jpg,A black dog with a blue collar runs through the green grass .
2705947033_5999147842.jpg,Three children play in an outside wood structure .
2706023395_ac9eba0e42.jpg,Three men sitting behind a building .
2706430695_3b5667741c.jpg,Two girls walking on a wet sidewalk
2706766641_a9df81969d.jpg,A young child covered with white powder .
2707244524_d57120d74a.jpg,A dog with blond hair and floppy ears running in a field .
270724499_107481c88f.jpg,The dog is running with a colorful ball .
2707835735_6537b27e8f.jpg,some people are sitting and others are standing next to a false wall in an art gallery .
2707873672_15e6b5d54b.jpg,Two twin pre-teen boys dueling with sticks
2707933554_f6dc5e0e3c.jpg,"""A girl in a yellow , blue and green tie dyed hat has a strange looking critter on her hand ."""
2707969386_94dde00ce4.jpg,A small dog jumping over an obstacle .
270809922_043e3bef06.jpg,A person walking up a snow covered mountain on a bright day .
270816949_ffad112278.jpg,Distant horse rider on plain in the middle of brown mountains .
2708176152_1634cb754d.jpg,Men race on bicycles on track .
2708582445_5e5999b956.jpg,The young girl in blue is having fun on a slide .
2708634088_a4686be24c.jpg,Two tall black dogs run through tall grass .
270864951_1737ae5479.jpg,The woman is wearing a black hat with an American flag on it .
2708686056_1b8f356264.jpg,woman in blue bathing suit going into the water
2708744743_e231f7fcf9.jpg,Woman and dog do Frisbee tricks as crowd watches in baseball stadium .
2709275718_73fcf08c23.jpg,A man with a Mohawk smiles at the camera .
2709359730_13bca100af.jpg,Two puppies jump from a concrete slab onto the grass .
2709536455_2a6046e38a.jpg,two husky dogs are howling together
